"ID","NAME","DESCRIPTION"
"S121.BS","Central bank, Bahamas (the)","Central bank, Bahamas (the)"
"S121.BY","Central bank, Belarus","Central bank, Belarus"
"S121.BZ","Central bank, Belize","Central bank, Belize"
"S121.CA","Central bank, Canada","Central bank, Canada"
"S121.CG","Central bank, Congo (the)","Central bank, Congo (the)"
"S121.CH","Central bank, Switzerland","Central bank, Switzerland"
"S121.CL","Central bank, Chile","Central bank, Chile"
"S121.CM","Central bank, Cameroon","Central bank, Cameroon"
"S121.CN","Central bank, China","Central bank, China excluding Taiwan (TW), Hong Kong (HK), Macao (MO)"
"S121.CO","Central bank, Colombia","Central bank, Colombia"
"S121.CW","Central bank, Curacao","Central bank, Curacao"
"S121.CY","Central bank, Cyprus","Central bank, Cyprus"
"S121.CZ","Central bank, Czechia","Central bank, Czechia"
"S121.DE","Central bank, Germany","Central bank, Germany"
"S121.DK","Central bank, Denmark","Central bank, Denmark"
"S121.DO","Central bank, Dominican Republic (the)","Central bank, Dominican Republic (the)"
"S121.EG","Central bank, Egypt","Central bank, Egypt"
"S121.ER","Central bank, Eritrea","Central bank, Eritrea"
"S121.ES","Central bank, Spain","Central bank, Spain"
"S121.FI","Central bank, Finland","Central bank, Finland excluding Aland (AX)"
"S121.FO","Central bank, Faroe Islands (the)","Central bank, Faroe Islands (the)"
"S121.FR","Central bank, France","Central bank, France excluding Guadeloupe (GP), Guyane (GF), La Réunion (RE), Martinique (MQ), Mayotte (YT), Nouvelle-Calédonie (NC), Polynésie française (PF), Saint-Barthélemy (BL), Saint-Martin (MF), Saint-Pierre-et-Miquelon (PM), Terres australes françaises (TF), Wallis-et-Futuna (WF)"
"S121.GB","Central bank, United Kingdom of Great Britain and Northern Ireland (the)","Central bank, United Kingdom of Great Britain and Northern Ireland (the)"
"S121.GE","Central bank, Georgia","Central bank, Georgia"
"S121.GG","Central bank, Guernsey","Central bank, Guernsey"
"S121.GI","Central bank, Gibraltar","Central bank, Gibraltar"
"S121.GR","Central bank, Greece","Central bank, Greece"
"S121.HK","Central bank, Hong Kong","Central bank, Hong Kong"
"S121.HR","Central bank, Croatia","Central bank, Croatia"
"S121.HU","Central bank, Hungary","Central bank, Hungary"
"S121.ID","Central bank, Indonesia","Central bank, Indonesia"
"S121.IE","Central bank, Ireland","Central bank, Ireland"
"S121.IL","Central bank, Israel","Central bank, Israel"
"S121.IM","Central bank, Isle of Man","Central bank, Isle of Man"
"S121.IN","Central bank, India","Central bank, India"
"S121.IO","Central bank, British Indian Ocean Territory (the)","Central bank, British Indian Ocean Territory (the)"
"S121.IS","Central bank, Iceland","Central bank, Iceland"
"S121.IT","Central bank, Italy","Central bank, Italy"
"S121.JE","Central bank, Jersey","Central bank, Jersey"
"S121.JP","Central bank, Japan","Central bank, Japan"
"S121.KE","Central bank, Kenya","Central bank, Kenya"
"S121.KR","Central bank, Korea (the Republic of)","Central bank, Korea (the Republic of)"
"S121.KY","Central bank, Cayman Islands (the)","Central bank, Cayman Islands (the)"
"S121.KZ","Central bank, Kazakhstan","Central bank, Kazakhstan"
"S121.LB","Central bank, Lebanon","Central bank, Lebanon"
"S121.LR","Central bank, Liberia","Central bank, Liberia"
"S121.LU","Central bank, Luxembourg","Central bank, Luxembourg"
"S121.LV","Central bank, Latvia","Central bank, Latvia"
"S121.LY","Central bank, Libya","Central bank, Libya"
"S121.ME","Central bank, Montenegro","Central bank, Montenegro"
"S121.MH","Central bank, Marshall Islands (the)","Central bank, Marshall Islands (the)"
"S121.MK","Central bank, Macedonia (the former Yugoslav Republic of)","Central bank, Macedonia (the former Yugoslav Republic of)"
"S121.MN","Central bank, Mongolia","Central bank, Mongolia"
"S121.MU","Central bank, Mauritius","Central bank, Mauritius"
"S121.MW","Central bank, Malawi","Central bank, Malawi"
"S121.MX","Central bank, Mexico","Central bank, Mexico"
"S121.NG","Central bank, Nigeria","Central bank, Nigeria"
"S121.NL","Central bank, Netherlands (the)","Central bank, Netherlands excluding Aruba (AW), Bonaire, Saint Eustatius and Saba (BQ), Curacao (CW), Sint Maarten (SX)"
"S121.NO","Central bank, Norway","Central bank, Norway excluding Svalbard and Jan Mayen (SJ)"
"S121.NZ","Central bank, New Zealand","Central bank, New Zealand"
"S121.OM","Central bank, Oman","Central bank, Oman"
"S121.PA","Central bank, Panama","Central bank, Panama"
"S121.PE","Central bank, Peru","Central bank, Peru"
"S121.PG","Central bank, Papua New Guinea","Central bank, Papua New Guinea"
"S121.PH","Central bank, Philippines (the)","Central bank, Philippines (the)"
"S121.PL","Central bank, Poland","Central bank, Poland"
"S121.PT","Central bank, Portugal","Central bank, Portugal"
"S121.QA","Central bank, Qatar","Central bank, Qatar"
"S121.RO","Central bank, Romania","Central bank, Romania"
"S121.RS","Central bank, Serbia","Central bank, Serbia"
"S121.RU","Central bank, Russian Federation (the)","Central bank, Russian Federation (the)"
"S121.SA","Central bank, Saudi Arabia","Central bank, Saudi Arabia"
"S121.SC","Central bank, Seychelles","Central bank, Seychelles"
"S121.SD","Central bank, Sudan (the)","Central bank, Sudan (the)"
"S121.SE","Central bank, Sweden","Central bank, Sweden"
"S121.SG","Central bank, Singapore","Central bank, Singapore"
"S121.SH","Central bank, Saint Helena, Ascension and Tristan da Cunha","Central bank, Saint Helena, Ascension and Tristan da Cunha"
"S121.SI","Central bank, Slovenia","Central bank, Slovenia"
"S121.SK","Central bank, Slovakia","Central bank, Slovakia"
"S121.TH","Central bank, Thailand","Central bank, Thailand"
"S121.TR","Central bank, Turkey","Central bank, Turkey"
"S121.TW","Central bank, Taiwan (Province of China)","Central bank, Taiwan (Province of China)"
"S121.TZ","Central bank, Tanzania, United Republic of","Central bank, Tanzania, United Republic of"
"S121.UA","Central bank, Ukraine","Central bank, Ukraine"
"S121.US","Central bank, United States of America (the)","Central bank, United States excluding American Samoa (AS), Guam (GU), Northern Mariana Islands (MP), Puerto Rico (PR), United States Minor Outlying Islands (UM), Virgin Islands, U.S. (VI)"
"S121.VA","Central bank, Holy See (the)","Central bank, Holy See (the)"
"S121.VE","Central bank, Venezuela (Bolivarian Republic of)","Central bank, Venezuela (Bolivarian Republic of)"
"S121.VG","Central bank, Virgin Islands (British)","Central bank, Virgin Islands (British)"
"S121.ZA","Central bank, South Africa","Central bank, South Africa"
"S121.ZM","Central bank, Zambia","Central bank, Zambia"
"S122.AE","Deposit taking corporations, except the Central Bank, United Arab Emirates (the)","Deposit taking corporations, except the Central Bank, United Arab Emirates (the)"
"S122.AF","Deposit taking corporations, except the Central Bank, Afghanistan","Deposit taking corporations, except the Central Bank, Afghanistan"
"S122.AL","Deposit taking corporations, except the Central Bank, Albania","Deposit taking corporations, except the Central Bank, Albania"
"S122.AO","Deposit taking corporations, except the Central Bank, Angola","Deposit taking corporations, except the Central Bank, Angola"
"S122.AR","Deposit taking corporations, except the Central Bank, Argentina","Deposit taking corporations, except the Central Bank, Argentina"
"S122.AT","Deposit taking corporations, except the Central Bank, Austria","Deposit taking corporations, except the Central Bank, Austria"
"S122.AU","Deposit taking corporations, except the Central Bank, Australia","Deposit taking corporations, except the Central Bank, Australia"
"S122.BE","Deposit taking corporations, except the Central Bank, Belgium","Deposit taking corporations, except the Central Bank, Belgium"
"S122.BG","Deposit taking corporations, except the Central Bank, Bulgaria","Deposit taking corporations, except the Central Bank, Bulgaria"
"S122.BH","Deposit taking corporations, except the Central Bank, Bahrain","Deposit taking corporations, except the Central Bank, Bahrain"
"S122.BJ","Deposit taking corporations, except the Central Bank, Benin","Deposit taking corporations, except the Central Bank, Benin"
"S122.BM","Deposit taking corporations, except the Central Bank, Bermuda","Deposit taking corporations, except the Central Bank, Bermuda"
"S122.BR","Deposit taking corporations, except the Central Bank, Brazil","Deposit taking corporations, except the Central Bank, Brazil"
"S122.BS","Deposit taking corporations, except the Central Bank, Bahamas (the)","Deposit taking corporations, except the Central Bank, Bahamas (the)"
"S122.BY","Deposit taking corporations, except the Central Bank, Belarus","Deposit taking corporations, except the Central Bank, Belarus"
"S122.BZ","Deposit taking corporations, except the Central Bank, Belize","Deposit taking corporations, except the Central Bank, Belize"
"S122.CA","Deposit taking corporations, except the Central Bank, Canada","Deposit taking corporations, except the Central Bank, Canada"
"S122.CG","Deposit taking corporations, except the Central Bank, Congo (the)","Deposit taking corporations, except the Central Bank, Congo (the)"
"S122.CH","Deposit taking corporations, except the Central Bank, Switzerland","Deposit taking corporations, except the Central Bank, Switzerland"
"S122.CL","Deposit taking corporations, except the Central Bank, Chile","Deposit taking corporations, except the Central Bank, Chile"
"S122.CM","Deposit taking corporations, except the Central Bank, Cameroon","Deposit taking corporations, except the Central Bank, Cameroon"
"S122.CN","Deposit taking corporations, except the Central Bank, China","Deposit taking corporations, except the Central Bank, China excluding Taiwan (TW), Hong Kong (HK), Macao (MO)"
"S122.CO","Deposit taking corporations, except the Central Bank, Colombia","Deposit taking corporations, except the Central Bank, Colombia"
"S122.CW","Deposit taking corporations, except the Central Bank, Curacao","Deposit taking corporations, except the Central Bank, Curacao"
"S122.CY","Deposit taking corporations, except the Central Bank, Cyprus","Deposit taking corporations, except the Central Bank, Cyprus"
"S122.CZ","Deposit taking corporations, except the Central Bank, Czechia","Deposit taking corporations, except the Central Bank, Czechia"
"S122.DE","Deposit taking corporations, except the Central Bank, Germany","Deposit taking corporations, except the Central Bank, Germany"
"S122.DK","Deposit taking corporations, except the Central Bank, Denmark","Deposit taking corporations, except the Central Bank, Denmark"
"S122.DO","Deposit taking corporations, except the Central Bank, Dominican Republic (the)","Deposit taking corporations, except the Central Bank, Dominican Republic (the)"
"S122.EG","Deposit taking corporations, except the Central Bank, Egypt","Deposit taking corporations, except the Central Bank, Egypt"
"S122.ER","Deposit taking corporations, except the Central Bank, Eritrea","Deposit taking corporations, except the Central Bank, Eritrea"
"S122.ES","Deposit taking corporations, except the Central Bank, Spain","Deposit taking corporations, except the Central Bank, Spain"
"S122.FI","Deposit taking corporations, except the Central Bank, Finland","Deposit taking corporations, except the Central Bank, Finland excluding Aland (AX)"
"S122.FO","Deposit taking corporations, except the Central Bank, Faroe Islands (the)","Deposit taking corporations, except the Central Bank, Faroe Islands (the)"
"S122.FR","Deposit taking corporations, except the Central Bank, France","Deposit taking corporations, except the Central Bank, France excluding Guadeloupe (GP), Guyane (GF), La Réunion (RE), Martinique (MQ), Mayotte (YT), Nouvelle-Calédonie (NC), Polynésie française (PF), Saint-Barthélemy (BL), Saint-Martin (MF), Saint-Pierre-et-Miquelon (PM), Terres australes françaises (TF), Wallis-et-Futuna (WF)"
"S122.GB","Deposit taking corporations, except the Central Bank, United Kingdom of Great Britain and Northern Ireland (the)","Deposit taking corporations, except the Central Bank, United Kingdom of Great Britain and Northern Ireland (the)"
"S122.GE","Deposit taking corporations, except the Central Bank, Georgia","Deposit taking corporations, except the Central Bank, Georgia"
"S122.GG","Deposit taking corporations, except the Central Bank, Guernsey","Deposit taking corporations, except the Central Bank, Guernsey"
"S122.GI","Deposit taking corporations, except the Central Bank, Gibraltar","Deposit taking corporations, except the Central Bank, Gibraltar"
"S122.GR","Deposit taking corporations, except the Central Bank, Greece","Deposit taking corporations, except the Central Bank, Greece"
"S122.HK","Deposit taking corporations, except the Central Bank, Hong Kong","Deposit taking corporations, except the Central Bank, Hong Kong"
"S122.HR","Deposit taking corporations, except the Central Bank, Croatia","Deposit taking corporations, except the Central Bank, Croatia"
"S122.HU","Deposit taking corporations, except the Central Bank, Hungary","Deposit taking corporations, except the Central Bank, Hungary"
"S122.ID","Deposit taking corporations, except the Central Bank, Indonesia","Deposit taking corporations, except the Central Bank, Indonesia"
"S122.IE","Deposit taking corporations, except the Central Bank, Ireland","Deposit taking corporations, except the Central Bank, Ireland"
"S122.IL","Deposit taking corporations, except the Central Bank, Israel","Deposit taking corporations, except the Central Bank, Israel"
"S122.IM","Deposit taking corporations, except the Central Bank, Isle of Man","Deposit taking corporations, except the Central Bank, Isle of Man"
"S122.IN","Deposit taking corporations, except the Central Bank, India","Deposit taking corporations, except the Central Bank, India"
"S122.IO","Deposit taking corporations, except the Central Bank, British Indian Ocean Territory (the)","Deposit taking corporations, except the Central Bank, British Indian Ocean Territory (the)"
"S122.IS","Deposit taking corporations, except the Central Bank, Iceland","Deposit taking corporations, except the Central Bank, Iceland"
"S122.IT","Deposit taking corporations, except the Central Bank, Italy","Deposit taking corporations, except the Central Bank, Italy"
"S122.JE","Deposit taking corporations, except the Central Bank, Jersey","Deposit taking corporations, except the Central Bank, Jersey"
"S122.JP","Deposit taking corporations, except the Central Bank, Japan","Deposit taking corporations, except the Central Bank, Japan"
"S122.KE","Deposit taking corporations, except the Central Bank, Kenya","Deposit taking corporations, except the Central Bank, Kenya"
"S122.KR","Deposit taking corporations, except the Central Bank, Korea (the Republic of)","Deposit taking corporations, except the Central Bank, Korea (the Republic of)"
"S122.KY","Deposit taking corporations, except the Central Bank, Cayman Islands (the)","Deposit taking corporations, except the Central Bank, Cayman Islands (the)"
"S122.KZ","Deposit taking corporations, except the Central Bank, Kazakhstan","Deposit taking corporations, except the Central Bank, Kazakhstan"
"S122.LB","Deposit taking corporations, except the Central Bank, Lebanon","Deposit taking corporations, except the Central Bank, Lebanon"
"S122.LR","Deposit taking corporations, except the Central Bank, Liberia","Deposit taking corporations, except the Central Bank, Liberia"
"S122.LU","Deposit taking corporations, except the Central Bank, Luxembourg","Deposit taking corporations, except the Central Bank, Luxembourg"
"S122.LV","Deposit taking corporations, except the Central Bank, Latvia","Deposit taking corporations, except the Central Bank, Latvia"
"S122.LY","Deposit taking corporations, except the Central Bank, Libya","Deposit taking corporations, except the Central Bank, Libya"
"S122.ME","Deposit taking corporations, except the Central Bank, Montenegro","Deposit taking corporations, except the Central Bank, Montenegro"
"S122.MH","Deposit taking corporations, except the Central Bank, Marshall Islands (the)","Deposit taking corporations, except the Central Bank, Marshall Islands (the)"
"S122.MK","Deposit taking corporations, except the Central Bank, Macedonia (the former Yugoslav Republic of)","Deposit taking corporations, except the Central Bank, Macedonia (the former Yugoslav Republic of)"
"S122.MN","Deposit taking corporations, except the Central Bank, Mongolia","Deposit taking corporations, except the Central Bank, Mongolia"
"S122.MU","Deposit taking corporations, except the Central Bank, Mauritius","Deposit taking corporations, except the Central Bank, Mauritius"
"S122.MW","Deposit taking corporations, except the Central Bank, Malawi","Deposit taking corporations, except the Central Bank, Malawi"
"S122.MX","Deposit taking corporations, except the Central Bank, Mexico","Deposit taking corporations, except the Central Bank, Mexico"
"S122.NG","Deposit taking corporations, except the Central Bank, Nigeria","Deposit taking corporations, except the Central Bank, Nigeria"
"S122.NL","Deposit taking corporations, except the Central Bank, Netherlands (the)","Deposit taking corporations, except the Central Bank, Netherlands excluding Aruba (AW), Bonaire, Saint Eustatius and Saba (BQ), Curacao (CW), Sint Maarten (SX)"
"S122.NO","Deposit taking corporations, except the Central Bank, Norway","Deposit taking corporations, except the Central Bank, Norway excluding Svalbard and Jan Mayen (SJ)"
"S122.NZ","Deposit taking corporations, except the Central Bank, New Zealand","Deposit taking corporations, except the Central Bank, New Zealand"
"S122.OM","Deposit taking corporations, except the Central Bank, Oman","Deposit taking corporations, except the Central Bank, Oman"
"S122.PA","Deposit taking corporations, except the Central Bank, Panama","Deposit taking corporations, except the Central Bank, Panama"
"S122.PE","Deposit taking corporations, except the Central Bank, Peru","Deposit taking corporations, except the Central Bank, Peru"
"S122.PG","Deposit taking corporations, except the Central Bank, Papua New Guinea","Deposit taking corporations, except the Central Bank, Papua New Guinea"
"S122.PH","Deposit taking corporations, except the Central Bank, Philippines (the)","Deposit taking corporations, except the Central Bank, Philippines (the)"
"S122.PL","Deposit taking corporations, except the Central Bank, Poland","Deposit taking corporations, except the Central Bank, Poland"
"S122.PT","Deposit taking corporations, except the Central Bank, Portugal","Deposit taking corporations, except the Central Bank, Portugal"
"S122.QA","Deposit taking corporations, except the Central Bank, Qatar","Deposit taking corporations, except the Central Bank, Qatar"
"S122.RO","Deposit taking corporations, except the Central Bank, Romania","Deposit taking corporations, except the Central Bank, Romania"
"S122.RS","Deposit taking corporations, except the Central Bank, Serbia","Deposit taking corporations, except the Central Bank, Serbia"
"S122.RU","Deposit taking corporations, except the Central Bank, Russian Federation (the)","Deposit taking corporations, except the Central Bank, Russian Federation (the)"
"S122.SA","Deposit taking corporations, except the Central Bank, Saudi Arabia","Deposit taking corporations, except the Central Bank, Saudi Arabia"
"S122.SC","Deposit taking corporations, except the Central Bank, Seychelles","Deposit taking corporations, except the Central Bank, Seychelles"
"S122.SD","Deposit taking corporations, except the Central Bank, Sudan (the)","Deposit taking corporations, except the Central Bank, Sudan (the)"
"S122.SE","Deposit taking corporations, except the Central Bank, Sweden","Deposit taking corporations, except the Central Bank, Sweden"
"S122.SG","Deposit taking corporations, except the Central Bank, Singapore","Deposit taking corporations, except the Central Bank, Singapore"
"S122.SH","Deposit taking corporations, except the Central Bank, Saint Helena, Ascension and Tristan da Cunha","Deposit taking corporations, except the Central Bank, Saint Helena, Ascension and Tristan da Cunha"
"S122.SI","Deposit taking corporations, except the Central Bank, Slovenia","Deposit taking corporations, except the Central Bank, Slovenia"
"S122.SK","Deposit taking corporations, except the Central Bank, Slovakia","Deposit taking corporations, except the Central Bank, Slovakia"
"S122.TH","Deposit taking corporations, except the Central Bank, Thailand","Deposit taking corporations, except the Central Bank, Thailand"
"S122.TR","Deposit taking corporations, except the Central Bank, Turkey","Deposit taking corporations, except the Central Bank, Turkey"
"S122.TW","Deposit taking corporations, except the Central Bank, Taiwan (Province of China)","Deposit taking corporations, except the Central Bank, Taiwan (Province of China)"
"S122.TZ","Deposit taking corporations, except the Central Bank, Tanzania, United Republic of","Deposit taking corporations, except the Central Bank, Tanzania, United Republic of"
"S122.UA","Deposit taking corporations, except the Central Bank, Ukraine","Deposit taking corporations, except the Central Bank, Ukraine"
"S122.US","Deposit taking corporations, except the Central Bank, United States of America (the)","Deposit taking corporations, except the Central Bank, United States excluding American Samoa (AS), Guam (GU), Northern Mariana Islands (MP), Puerto Rico (PR), United States Minor Outlying Islands (UM), Virgin Islands, U.S. (VI)"
"S122.VA","Deposit taking corporations, except the Central Bank, Holy See (the)","Deposit taking corporations, except the Central Bank, Holy See (the)"
"S122.VE","Deposit taking corporations, except the Central Bank, Venezuela (Bolivarian Republic of)","Deposit taking corporations, except the Central Bank, Venezuela (Bolivarian Republic of)"
"S122.VG","Deposit taking corporations, except the Central Bank, Virgin Islands (British)","Deposit taking corporations, except the Central Bank, Virgin Islands (British)"
"S122.ZA","Deposit taking corporations, except the Central Bank, South Africa","Deposit taking corporations, except the Central Bank, South Africa"
"S122.ZM","Deposit taking corporations, except the Central Bank, Zambia","Deposit taking corporations, except the Central Bank, Zambia"
